"RegionID:4295|LOC:(112,85,93)"	"RegionID:9026|LOC:(88,110,107)"	"RegionID:9642|LOC:(95,128,108)"	"RegionID:4711|LOC:(93,119,127)"	"RegionID:4227|LOC:(90,90,40)"
4.84502112066601	2.54828047817214	5.74562453320371	1.93130270249488	1.88944260448888
5.40415885878439	2.65096573839417	5.86199827315912	3.5246984011605607	4.20966344892662
3.8254787186548604	2.1685801784554	2.0250869219062	5.02688712762169	3.7717033709387904
3.2662518758889094	2.8930152529818405	2.653638558031118	1.7925689801899842	3.013114032137725
6.92602278727424	6.425695215232086	6.30376242622967	7.543390491827919	7.43789781094214
3.83013986700251	5.13044614818238	4.49181568987943	5.8230200896772	5.12203903050392
2.914570194630385	3.413949914067325	3.12019847709421	2.6197738530082955	2.448325610508115
2.909240441097285	3.4469651381119335	3.684400453120102	2.425466154817102	3.350632237261435
1.71218630079	2.44549816299808	1.64443773305628	1.9515093316841101	1.57463277463078
3.0691303110924095	2.22468133480977	1.7328515443511503	3.1986127735584504	2.44724100289428
8.082828566644192	6.050209901940811	7.49305754048829	5.645025593128	6.12473385865771
5.42954873866097	6.5334729998610195	5.7492980004428	5.86531780581136	4.98737251771834
4.87699539333266	6.6580649333695	5.487790353702316	7.166343636888295	7.378590854814901
1.36706381270989	2.11283362445009	1.27904901485058	1.81680005322184	1.51472428731256
6.91904110830236	5.26588267978797	7.19909913024891	6.24600239495136	6.24970519549067
2.9884704307577	2.306699269064895	2.959545115836555	3.956312670584115	3.894640930045945
1.8578148104770902	2.47481223461651	3.09225080866989	1.9130134445108002	1.9304881257936202
4.095142631103555	3.0266772725809004	3.151511600470465	5.266386648611886	4.43255264060153
5.046034654580005	4.998994076187795	4.874454921352051	4.41647456978544	4.13221622855238
2.42067071760436	2.23679998987068	1.87104894929347	2.00788434161988	3.53667813890068
5.0693779211237	4.35679218038268	5.638500724560771	6.31823393067766	4.51092196248914
3.7408818594006705	3.32599076739326	4.303277459935105	5.789350662095746	4.713803746183315
3.52003080970759	3.891578691343583	3.6884225967048105	3.7693580449852	3.285105901285277
4.990583753293995	4.415098254569155	4.01887859066504	4.040214534820115	4.17078261623582
1.43650558180438	2.30751939661297	1.2991619329192299	2.07389494204132	1.62644391568041
2.9546553126704103	2.4759621276109	3.3160671469121006	2.89444262008213	1.76102391777739
13.9292170238205	12.728286327076102	12.6513714830601	12.4514894610877	13.174046412734402
2.952557935197675	3.3281446416638554	3.0610632058646403	2.770342512546405	2.463107527510185
8.01747993791115	6.9290494028117	7.48883304936603	5.48049365349374	6.17660516435563
4.881645858474335	3.7440042618276603	5.607582270498655	4.17047812251794	4.517404408028305
5.084916869159374	4.809071429275338	4.280295395345982	3.2163997468181664	4.887497238004698
4.14070511484525	2.38645789483411	4.78195612606889	3.05005740617619	3.3014375957158
3.285699043732555	3.7831017375723652	3.868769711805955	3.0703727687425246	3.02155588747789
1.41378966895649	2.05679176907759	1.70941162947325	1.62271322798717	1.3659365455795902
1.5685587174294051	2.3762375747764803	1.50035195038337	1.8133086914431549	1.4979886079828202
3.94115200298982	3.48382017716889	3.30133874025971	3.05990019716599	3.8864139078525106
8.1433700341276	7.846003395083635	8.43346713122112	5.633515352761051	7.251907980855719
9.370800891545045	8.892860131172714	9.025083207881405	7.235377384608626	9.103428125096237
11.2353119207946	9.2176656560338	9.3620771069428	5.5795765645828	8.75659931739134
9.92891732072132	9.125864565226802	10.103219716763402	8.76717859484317	8.9465396490841
6.830753444157761	6.49401414121229	6.468105602433371	5.30527829984043	7.43486501796766
6.73956649893841	6.74297156345096	5.802317318135045	7.8515019530162	7.49649574319229
7.465474858655075	6.88657325679263	7.25645432502535	7.102467599066845	7.28886725152784
6.388538894671624	6.290832476124676	7.31696042434257	7.497326016076235	7.129630858380275
6.871792712938073	6.254592735525964	6.23658040085558	7.157450036331216	6.41538235022442
1.65465987134488	2.65944977883774	1.79190875682135	2.36243925839481	2.48819183780425
4.352811437473861	4.523198069911274	4.200587786845481	3.0115437991000804	4.741964378210603
4.951601762302389	4.643394759137021	4.856355692689033	5.7570257666791	5.91321742017614
7.5062595315492135	7.010816123968757	7.255669558969468	6.573348509945276	6.693961733631035
3.9975442480792305	2.30605280625714	4.12679294762619	4.19867826562701	3.89503280941149
1.7900952161778	2.37190814391479	1.75711945541822	1.79496765782807	1.42002030159556
10.8388221730026	10.222498145248	10.5487601665689	10.7028782955014	10.4392009556869
5.85746950529106	3.1411036261119305	4.07942468906614	1.32970176354155	3.72633549442432
3.1154219378223607	2.56697751729206	4.06212993686882	3.0458540848780005	1.3568083009699798
7.350187790854011	6.289423844508795	6.895624476616195	7.171022177751965	7.490694454593375
10.9674821889469	8.6782954762504	10.1695161531206	7.59905592607097	9.29189893524465
1.7053550991810702	2.68777729715466	1.609275102273215	2.20894439594395	1.803190520901905
5.226701897428541	4.594871360172014	4.44321639930941	6.2395895733445155	6.07368006896918
7.04567834067791	6.797446809672735	7.117706197272399	6.9195307707414155	6.911045297984615
9.965801807301688	9.581891757498335	9.689498255916924	9.94518310829049	9.665628186897083
3.768569366704167	3.550453313530234	4.188497420715643	4.292932046510397	3.5164545215442806
7.545119132586505	7.60429194080362	7.611583929454215	8.00573990203887	7.894994407771515
5.180751216922684	4.605125091015707	4.94212859084078	4.9925272357409405	4.8444040143511975
5.87086867653411	3.17562144099382	6.26251766539486	2.63341416258057	5.5352397927852
5.235041231491021	5.14244412220432	7.83597907993338	4.90014899490989	2.6957582961054305
3.549479798908405	3.7319329608767204	3.7059256943142653	4.054184863803215	3.3913929812176695
5.38829561518226	5.33128198101873	5.01231514199257	3.9275058857431757	6.065127185683556
6.36188230857727	5.963666733159606	6.867451437559735	6.4179824224063555	6.26693061465018
4.10412894537601	4.50540075570824	5.709881934260285	5.842205234289835	5.890864016089836
5.351980417166183	4.382040506023043	5.426261375029091	6.30133220537661	5.871368536783358
5.4187384761521304	4.81530604111806	4.756327224993321	5.66359979683784	5.46159488021386
4.648258019948175	3.35836948998472	4.3554161909163405	2.6551278402187	3.860063438822155
8.02537267007822	7.548939736358797	8.20726835688725	7.866442366332343	7.928397265639624
5.65441754646363	5.03457071041664	5.51454836386915	4.863066496991455	5.111076455678701
8.94852732045064	7.037110012530941	7.9575093423503	7.8780146750121	7.53319114764915
4.40580248025264	3.09818194479568	2.2120271204796	2.07671480837245	2.7500818217000704
1.7402503975278547	2.872177061494905	2.529240059729755	2.554844648997115	2.210020670630195
3.69864169713145	3.776922764457415	2.71656360754555	3.686438025600215	3.235773993827695
6.770701706666905	6.331482186959626	6.686057347035085	6.594559829053241	6.963252384621871
7.7065701231123	7.5147611561330905	7.185294682774565	7.837910069134054	7.66718399862698
2.30315760007691	2.384139485848465	2.268484939204	2.502298517184335	2.0317736660302153
5.479075428534849	5.179181552068203	5.770613836800913	6.736462107192113	6.729999543382896
1.5306667197283401	2.2545126419345	1.4219627778866	1.87542988277174	1.46503055237285
8.089282358143855	7.8790779207223105	7.7738520746478645	8.435026239629885	9.071350979529164
8.115908306500796	7.00520832778002	7.725065685333256	7.24614706354903	7.242881546652665
2.89166363287864	2.43353236273833	3.1357326593410257	2.9587312844439904	5.463649960888005
6.85608818004277	6.8437111300201305	6.668713167637776	7.2633390026057	6.994898680132245
1.8369151758814197	2.40721308022286	1.8439444862449397	1.9104975454488702	1.74834221837977
5.31487090679529	3.8704871884345753	2.9991770287612756	4.190862238491915	5.457235580492365
3.1345597935632603	2.6008024166653816	2.1761183464958047	2.1469652050233634	3.6417081358272374
7.08881144693795	6.28980020276453	6.775275591991585	6.9214188332112645	7.127540352933881
1.517806008253735	2.199637175357965	1.43386920985863	1.68184536271842	1.401859357913935
2.189925319722975	2.7424102727886326	3.1826087567048202	1.7859488726821955	1.6158378658625518
3.8502789936238067	2.69050346957993	6.667694897035777	1.7390147670180165	5.466576847847386
4.7947207683846536	4.021541325004104	4.590035062339157	4.422566896893257	4.373543186211253
